,data,result
71248,"[73, 67, 0]",[140]
71249,"[4, 81, 1]",[-77]
71250,"[40, 74, 2]",[2960]
71251,"[26, 48, 2]",[1248]
71252,"[4, 100, 3]",[0.04]
71253,"[68, 18, 1]",[50]
71254,"[22, 56, 3]",[0.39285714285714285]
71255,"[25, 35, 3]",[0.7142857142857143]
71256,"[92, 0, 2]",[0]
71257,"[11, 30, 2]",[330]
71258,"[66, 60, 3]",[1.1]
71259,"[42, 94, 1]",[-52]
71260,"[2, 17, 2]",[34]
71261,"[76, 12, 3]",[6.333333333333333]
71262,"[77, 33, 2]",[2541]
71263,"[88, 41, 2]",[3608]
71264,"[38, 65, 0]",[103]
71265,"[3, 88, 3]",[0.03409090909090909]
71266,"[41, 73, 0]",[114]
71267,"[11, 4, 1]",[7]
71268,"[71, 54, 2]",[3834]
71269,"[91, 65, 0]",[156]
71270,"[58, 69, 2]",[4002]
71271,"[92, 1, 0]",[93]
71272,"[51, 70, 1]",[-19]
71273,"[11, 98, 2]",[1078]
71274,"[65, 82, 3]",[0.7926829268292683]
71275,"[35, 87, 2]",[3045]
71276,"[36, 83, 1]",[-47]
71277,"[90, 4, 2]",[360]
71278,"[96, 14, 0]",[110]
71279,"[74, 98, 0]",[172]
71280,"[1, 25, 1]",[-24]
71281,"[55, 6, 2]",[330]
71282,"[7, 95, 1]",[-88]
71283,"[96, 28, 3]",[3.4285714285714284]
71284,"[91, 89, 2]",[8099]
71285,"[17, 7, 0]",[24]
71286,"[15, 12, 3]",[1.25]
71287,"[23, 26, 3]",[0.8846153846153846]
71288,"[27, 83, 2]",[2241]
71289,"[31, 63, 2]",[1953]
71290,"[82, 20, 0]",[102]
71291,"[42, 73, 2]",[3066]
71292,"[32, 90, 1]",[-58]
71293,"[74, 100, 1]",[-26]
71294,"[27, 12, 3]",[2.25]
71295,"[17, 49, 3]",[0.3469387755102041]
71296,"[30, 98, 1]",[-68]
71297,"[73, 22, 1]",[51]
71298,"[34, 22, 0]",[56]
71299,"[94, 51, 0]",[145]
71300,"[56, 34, 1]",[22]
71301,"[3, 3, 0]",[6]
71302,"[95, 36, 3]",[2.638888888888889]
71303,"[5, 52, 1]",[-47]
71304,"[17, 72, 2]",[1224]
71305,"[44, 46, 2]",[2024]
71306,"[99, 99, 2]",[9801]
71307,"[48, 75, 1]",[-27]
71308,"[59, 87, 1]",[-28]
71309,"[91, 41, 3]",[2.2195121951219514]
71310,"[75, 74, 3]",[1.0135135135135136]
71311,"[63, 81, 0]",[144]
71312,"[16, 52, 2]",[832]
71313,"[78, 93, 0]",[171]
71314,"[24, 29, 2]",[696]
71315,"[27, 70, 1]",[-43]
71316,"[27, 9, 0]",[36]
71317,"[18, 63, 2]",[1134]
71318,"[7, 19, 3]",[0.3684210526315789]
71319,"[38, 0, 2]",[0]
71320,"[81, 73, 1]",[8]
71321,"[3, 76, 1]",[-73]
71322,"[68, 35, 0]",[103]
71323,"[79, 42, 3]",[1.880952380952381]
71324,"[79, 42, 1]",[37]
71325,"[13, 86, 0]",[99]
71326,"[24, 41, 0]",[65]
71327,"[59, 37, 2]",[2183]
71328,"[26, 14, 0]",[40]
71329,"[39, 11, 2]",[429]
71330,"[36, 15, 2]",[540]
71331,"[7, 61, 1]",[-54]
71332,"[96, 48, 3]",[2.0]
71333,"[6, 100, 3]",[0.06]
71334,"[33, 73, 3]",[0.4520547945205479]
71335,"[47, 48, 3]",[0.9791666666666666]
71336,"[6, 19, 1]",[-13]
71337,"[14, 80, 0]",[94]
71338,"[22, 60, 1]",[-38]
71339,"[92, 22, 2]",[2024]
71340,"[91, 91, 3]",[1.0]
71341,"[39, 11, 1]",[28]
71342,"[84, 10, 2]",[840]
71343,"[84, 47, 1]",[37]
71344,"[60, 20, 3]",[3.0]
71345,"[15, 16, 2]",[240]
71346,"[100, 81, 0]",[181]
71347,"[40, 28, 3]",[1.4285714285714286]
71348,"[77, 46, 1]",[31]
71349,"[68, 84, 3]",[0.8095238095238095]
71350,"[79, 55, 1]",[24]
71351,"[44, 4, 2]",[176]
71352,"[63, 98, 1]",[-35]
71353,"[53, 59, 1]",[-6]
71354,"[76, 90, 2]",[6840]
71355,"[47, 22, 3]",[2.1363636363636362]
71356,"[27, 54, 1]",[-27]
71357,"[1, 81, 1]",[-80]
71358,"[67, 0, 1]",[67]
71359,"[38, 8, 2]",[304]
71360,"[17, 53, 0]",[70]
71361,"[86, 61, 0]",[147]
71362,"[61, 100, 1]",[-39]
71363,"[11, 1, 2]",[11]
71364,"[56, 11, 3]",[5.090909090909091]
71365,"[57, 23, 2]",[1311]
71366,"[88, 3, 0]",[91]
71367,"[22, 89, 1]",[-67]
71368,"[18, 29, 3]",[0.6206896551724138]
71369,"[100, 38, 0]",[138]
71370,"[43, 88, 3]",[0.48863636363636365]
71371,"[80, 51, 1]",[29]
71372,"[42, 26, 2]",[1092]
71373,"[28, 31, 3]",[0.9032258064516129]
71374,"[45, 55, 2]",[2475]
71375,"[40, 17, 2]",[680]
71376,"[75, 67, 2]",[5025]
71377,"[91, 18, 2]",[1638]
71378,"[73, 70, 2]",[5110]
71379,"[56, 89, 2]",[4984]
71380,"[27, 58, 3]",[0.46551724137931033]
71381,"[93, 69, 3]",[1.3478260869565217]
71382,"[4, 36, 2]",[144]
71383,"[91, 6, 3]",[15.166666666666666]
71384,"[41, 75, 3]",[0.5466666666666666]
71385,"[88, 44, 2]",[3872]
71386,"[57, 14, 0]",[71]
71387,"[52, 62, 0]",[114]
71388,"[65, 83, 2]",[5395]
71389,"[64, 4, 1]",[60]
71390,"[40, 96, 0]",[136]
71391,"[64, 67, 0]",[131]
71392,"[65, 79, 3]",[0.8227848101265823]
71393,"[80, 91, 3]",[0.8791208791208791]
71394,"[73, 60, 0]",[133]
71395,"[51, 33, 0]",[84]
71396,"[49, 11, 1]",[38]
71397,"[57, 64, 0]",[121]
71398,"[31, 80, 2]",[2480]
71399,"[68, 90, 2]",[6120]
71400,"[80, 93, 0]",[173]
71401,"[45, 82, 3]",[0.5487804878048781]
71402,"[87, 76, 0]",[163]
71403,"[79, 50, 3]",[1.58]
71404,"[25, 36, 1]",[-11]
71405,"[44, 80, 3]",[0.55]
71406,"[94, 57, 1]",[37]
71407,"[23, 44, 0]",[67]
71408,"[4, 76, 0]",[80]
71409,"[14, 91, 2]",[1274]
71410,"[8, 81, 1]",[-73]
71411,"[15, 50, 1]",[-35]
71412,"[91, 43, 0]",[134]
71413,"[52, 37, 3]",[1.4054054054054055]
71414,"[98, 65, 1]",[33]
71415,"[49, 56, 2]",[2744]
71416,"[84, 21, 0]",[105]
71417,"[90, 59, 0]",[149]
71418,"[15, 30, 3]",[0.5]
71419,"[88, 42, 3]",[2.0952380952380953]
71420,"[53, 74, 1]",[-21]
71421,"[47, 25, 0]",[72]
71422,"[1, 92, 2]",[92]
71423,"[87, 8, 0]",[95]
71424,"[77, 61, 0]",[138]
71425,"[31, 13, 3]",[2.3846153846153846]
71426,"[47, 68, 3]",[0.6911764705882353]
71427,"[57, 81, 2]",[4617]
71428,"[23, 78, 0]",[101]
71429,"[78, 91, 1]",[-13]
71430,"[22, 25, 1]",[-3]
71431,"[93, 47, 0]",[140]
71432,"[73, 95, 0]",[168]
71433,"[93, 80, 0]",[173]
71434,"[12, 51, 1]",[-39]
71435,"[66, 63, 0]",[129]
71436,"[81, 5, 3]",[16.2]
71437,"[29, 82, 2]",[2378]
71438,"[85, 66, 2]",[5610]
71439,"[15, 74, 3]",[0.20270270270270271]
71440,"[39, 40, 0]",[79]
71441,"[8, 27, 0]",[35]
71442,"[5, 58, 2]",[290]
71443,"[32, 89, 3]",[0.3595505617977528]
71444,"[30, 31, 0]",[61]
71445,"[40, 100, 2]",[4000]
71446,"[48, 71, 3]",[0.676056338028169]
71447,"[45, 18, 1]",[27]
71448,"[37, 90, 2]",[3330]
71449,"[23, 42, 3]",[0.5476190476190477]
71450,"[20, 45, 1]",[-25]
71451,"[60, 50, 2]",[3000]
71452,"[57, 74, 2]",[4218]
71453,"[93, 94, 2]",[8742]
71454,"[93, 24, 2]",[2232]
71455,"[24, 73, 3]",[0.3287671232876712]
71456,"[19, 13, 1]",[6]
71457,"[4, 47, 3]",[0.0851063829787234]
71458,"[58, 77, 1]",[-19]
71459,"[90, 6, 0]",[96]
71460,"[78, 72, 3]",[1.0833333333333333]
71461,"[80, 19, 3]",[4.2105263157894735]
71462,"[12, 48, 1]",[-36]
71463,"[72, 53, 1]",[19]
71464,"[74, 23, 0]",[97]
71465,"[85, 69, 1]",[16]
71466,"[61, 16, 2]",[976]
71467,"[86, 43, 3]",[2.0]
71468,"[97, 24, 1]",[73]
71469,"[40, 50, 1]",[-10]
71470,"[60, 36, 2]",[2160]
71471,"[50, 61, 1]",[-11]
71472,"[100, 85, 0]",[185]
71473,"[100, 53, 0]",[153]
71474,"[66, 22, 3]",[3.0]
71475,"[12, 63, 0]",[75]
71476,"[66, 25, 3]",[2.64]
71477,"[15, 62, 2]",[930]
71478,"[64, 21, 2]",[1344]
71479,"[55, 11, 0]",[66]
71480,"[99, 90, 1]",[9]
71481,"[98, 33, 1]",[65]
71482,"[48, 71, 3]",[0.676056338028169]
71483,"[67, 14, 0]",[81]
71484,"[43, 51, 1]",[-8]
71485,"[31, 82, 0]",[113]
71486,"[60, 55, 1]",[5]
71487,"[85, 38, 2]",[3230]
71488,"[8, 70, 2]",[560]
71489,"[5, 15, 0]",[20]
71490,"[44, 49, 2]",[2156]
71491,"[52, 88, 2]",[4576]
71492,"[44, 70, 1]",[-26]
71493,"[93, 85, 3]",[1.0941176470588236]
71494,"[32, 21, 2]",[672]
71495,"[27, 2, 0]",[29]
71496,"[56, 39, 2]",[2184]
71497,"[96, 82, 1]",[14]
71498,"[25, 35, 1]",[-10]
71499,"[77, 46, 1]",[31]
71500,"[16, 73, 2]",[1168]
71501,"[62, 9, 3]",[6.888888888888889]
71502,"[90, 4, 3]",[22.5]
71503,"[57, 82, 1]",[-25]
71504,"[92, 9, 0]",[101]
71505,"[98, 15, 3]",[6.533333333333333]
71506,"[93, 32, 0]",[125]
71507,"[10, 21, 1]",[-11]
71508,"[32, 80, 2]",[2560]
71509,"[1, 63, 0]",[64]
71510,"[53, 67, 1]",[-14]
71511,"[69, 92, 0]",[161]
71512,"[55, 25, 1]",[30]
71513,"[35, 72, 0]",[107]
71514,"[84, 100, 0]",[184]
71515,"[3, 88, 1]",[-85]
71516,"[97, 19, 1]",[78]
71517,"[41, 42, 3]",[0.9761904761904762]
71518,"[32, 77, 2]",[2464]
71519,"[44, 57, 2]",[2508]
71520,"[37, 94, 1]",[-57]
71521,"[99, 36, 0]",[135]
71522,"[43, 84, 0]",[127]
71523,"[46, 87, 3]",[0.5287356321839081]
71524,"[73, 15, 0]",[88]
71525,"[86, 31, 2]",[2666]
71526,"[50, 35, 0]",[85]
71527,"[88, 5, 1]",[83]
71528,"[53, 10, 1]",[43]
71529,"[74, 19, 2]",[1406]
71530,"[100, 77, 1]",[23]
71531,"[28, 86, 2]",[2408]
71532,"[57, 17, 0]",[74]
71533,"[46, 85, 0]",[131]
71534,"[9, 89, 3]",[0.10112359550561797]
71535,"[87, 21, 2]",[1827]
71536,"[52, 27, 3]",[1.9259259259259258]
71537,"[98, 9, 0]",[107]
71538,"[22, 97, 3]",[0.2268041237113402]
71539,"[81, 48, 3]",[1.6875]
71540,"[23, 100, 1]",[-77]
71541,"[49, 33, 3]",[1.4848484848484849]
71542,"[71, 71, 1]",[0]
71543,"[45, 55, 3]",[0.8181818181818182]
71544,"[2, 63, 1]",[-61]
71545,"[37, 40, 0]",[77]
71546,"[28, 3, 0]",[31]
71547,"[55, 62, 1]",[-7]
71548,"[62, 42, 1]",[20]
71549,"[62, 1, 0]",[63]
71550,"[43, 71, 3]",[0.6056338028169014]
71551,"[73, 78, 2]",[5694]
71552,"[78, 15, 2]",[1170]
71553,"[21, 99, 1]",[-78]
71554,"[7, 39, 3]",[0.1794871794871795]
71555,"[32, 1, 3]",[32.0]
71556,"[15, 51, 2]",[765]
71557,"[57, 68, 2]",[3876]
71558,"[73, 49, 1]",[24]
71559,"[54, 55, 0]",[109]
71560,"[37, 78, 1]",[-41]
71561,"[30, 62, 1]",[-32]
71562,"[34, 0, 3]",[0]
71563,"[4, 21, 2]",[84]
71564,"[80, 88, 2]",[7040]
71565,"[5, 32, 2]",[160]
71566,"[34, 72, 3]",[0.4722222222222222]
71567,"[19, 31, 2]",[589]
71568,"[68, 78, 1]",[-10]
71569,"[49, 78, 1]",[-29]
71570,"[44, 71, 0]",[115]
71571,"[89, 36, 0]",[125]
71572,"[51, 30, 3]",[1.7]
71573,"[41, 63, 0]",[104]
71574,"[85, 53, 2]",[4505]
71575,"[73, 43, 1]",[30]
71576,"[45, 20, 2]",[900]
71577,"[86, 29, 0]",[115]
71578,"[38, 20, 1]",[18]
71579,"[73, 62, 2]",[4526]
71580,"[50, 11, 1]",[39]
71581,"[74, 36, 2]",[2664]
71582,"[44, 21, 3]",[2.0952380952380953]
71583,"[100, 6, 3]",[16.666666666666668]
71584,"[48, 37, 0]",[85]
71585,"[96, 54, 2]",[5184]
71586,"[0, 60, 1]",[-60]
71587,"[12, 86, 3]",[0.13953488372093023]
71588,"[65, 17, 2]",[1105]
71589,"[14, 47, 2]",[658]
71590,"[97, 56, 2]",[5432]
71591,"[19, 70, 0]",[89]
71592,"[53, 4, 0]",[57]
71593,"[100, 35, 0]",[135]
71594,"[46, 92, 1]",[-46]
71595,"[2, 87, 1]",[-85]
71596,"[29, 88, 3]",[0.32954545454545453]
71597,"[71, 3, 2]",[213]
71598,"[97, 95, 0]",[192]
71599,"[67, 98, 3]",[0.6836734693877551]
71600,"[4, 30, 0]",[34]
71601,"[17, 12, 0]",[29]
71602,"[14, 28, 0]",[42]
71603,"[36, 9, 2]",[324]
71604,"[97, 3, 3]",[32.333333333333336]
71605,"[30, 56, 2]",[1680]
71606,"[82, 47, 2]",[3854]
71607,"[62, 82, 2]",[5084]
71608,"[54, 61, 0]",[115]
71609,"[73, 96, 3]",[0.7604166666666666]
71610,"[86, 5, 0]",[91]
71611,"[69, 79, 1]",[-10]
71612,"[70, 3, 3]",[23.333333333333332]
71613,"[56, 52, 2]",[2912]
71614,"[40, 6, 3]",[6.666666666666667]
71615,"[37, 16, 1]",[21]
71616,"[7, 88, 2]",[616]
71617,"[2, 12, 0]",[14]
71618,"[63, 63, 0]",[126]
71619,"[24, 77, 2]",[1848]
71620,"[2, 72, 1]",[-70]
71621,"[41, 27, 0]",[68]
71622,"[66, 32, 3]",[2.0625]
71623,"[76, 38, 0]",[114]
71624,"[48, 42, 1]",[6]
71625,"[63, 39, 2]",[2457]
71626,"[82, 55, 1]",[27]
71627,"[80, 21, 3]",[3.8095238095238093]
71628,"[22, 93, 2]",[2046]
71629,"[74, 62, 1]",[12]
71630,"[74, 19, 3]",[3.8947368421052633]
71631,"[70, 81, 3]",[0.8641975308641975]
71632,"[65, 16, 3]",[4.0625]
71633,"[9, 10, 0]",[19]
71634,"[62, 54, 3]",[1.1481481481481481]
71635,"[88, 52, 1]",[36]
71636,"[56, 44, 3]",[1.2727272727272727]
71637,"[22, 56, 3]",[0.39285714285714285]
71638,"[9, 97, 0]",[106]
71639,"[89, 22, 2]",[1958]
71640,"[75, 7, 3]",[10.714285714285714]
71641,"[26, 53, 1]",[-27]
71642,"[15, 68, 3]",[0.22058823529411764]
71643,"[22, 1, 2]",[22]
71644,"[67, 32, 0]",[99]
71645,"[85, 17, 3]",[5.0]
71646,"[67, 87, 1]",[-20]
71647,"[57, 21, 3]",[2.7142857142857144]
71648,"[61, 53, 2]",[3233]
71649,"[88, 94, 1]",[-6]
71650,"[49, 85, 1]",[-36]
71651,"[76, 4, 1]",[72]
71652,"[81, 75, 1]",[6]
71653,"[22, 76, 0]",[98]
71654,"[19, 20, 3]",[0.95]
71655,"[64, 62, 2]",[3968]
71656,"[96, 94, 2]",[9024]
71657,"[70, 30, 0]",[100]
71658,"[100, 86, 3]",[1.1627906976744187]
71659,"[38, 82, 1]",[-44]
71660,"[68, 76, 3]",[0.8947368421052632]
71661,"[80, 90, 3]",[0.8888888888888888]
71662,"[38, 15, 1]",[23]
71663,"[83, 99, 3]",[0.8383838383838383]
71664,"[77, 50, 0]",[127]
71665,"[10, 56, 0]",[66]
71666,"[22, 62, 2]",[1364]
71667,"[79, 90, 1]",[-11]
71668,"[17, 59, 3]",[0.288135593220339]
71669,"[42, 83, 0]",[125]
71670,"[52, 57, 2]",[2964]
71671,"[42, 48, 1]",[-6]
71672,"[94, 12, 2]",[1128]
71673,"[5, 92, 2]",[460]
71674,"[16, 11, 3]",[1.4545454545454546]
71675,"[76, 33, 1]",[43]
71676,"[38, 9, 1]",[29]
71677,"[95, 0, 1]",[95]
71678,"[26, 77, 0]",[103]
71679,"[1, 20, 1]",[-19]
71680,"[39, 59, 2]",[2301]
71681,"[68, 38, 0]",[106]
71682,"[98, 15, 3]",[6.533333333333333]
71683,"[80, 2, 1]",[78]
71684,"[20, 96, 3]",[0.20833333333333334]
71685,"[49, 81, 0]",[130]
71686,"[24, 77, 1]",[-53]
71687,"[31, 98, 2]",[3038]
71688,"[31, 75, 0]",[106]
71689,"[47, 15, 0]",[62]
71690,"[53, 84, 3]",[0.6309523809523809]
71691,"[76, 10, 1]",[66]
71692,"[14, 38, 2]",[532]
71693,"[43, 26, 3]",[1.6538461538461537]
71694,"[38, 19, 3]",[2.0]
71695,"[81, 96, 0]",[177]
71696,"[17, 84, 0]",[101]
71697,"[8, 75, 3]",[0.10666666666666667]
71698,"[41, 38, 2]",[1558]
71699,"[60, 54, 3]",[1.1111111111111112]
71700,"[39, 41, 1]",[-2]
71701,"[74, 56, 1]",[18]
71702,"[35, 91, 1]",[-56]
71703,"[7, 23, 0]",[30]
71704,"[4, 73, 2]",[292]
71705,"[46, 90, 3]",[0.5111111111111111]
71706,"[64, 53, 2]",[3392]
71707,"[18, 65, 3]",[0.27692307692307694]
71708,"[64, 27, 0]",[91]
71709,"[2, 59, 1]",[-57]
71710,"[16, 30, 2]",[480]
71711,"[95, 24, 0]",[119]
71712,"[58, 100, 3]",[0.58]
71713,"[97, 42, 1]",[55]
71714,"[86, 7, 0]",[93]
71715,"[18, 7, 0]",[25]
71716,"[34, 35, 2]",[1190]
71717,"[58, 57, 0]",[115]
71718,"[23, 99, 3]",[0.23232323232323232]
71719,"[61, 37, 2]",[2257]
71720,"[12, 72, 3]",[0.16666666666666666]
71721,"[46, 1, 1]",[45]
71722,"[67, 75, 1]",[-8]
71723,"[35, 14, 3]",[2.5]
71724,"[55, 58, 3]",[0.9482758620689655]
71725,"[79, 9, 3]",[8.777777777777779]
71726,"[5, 95, 1]",[-90]
71727,"[61, 83, 2]",[5063]
71728,"[47, 30, 3]",[1.5666666666666667]
71729,"[98, 67, 0]",[165]
71730,"[57, 71, 3]",[0.8028169014084507]
71731,"[81, 46, 0]",[127]
71732,"[79, 43, 1]",[36]
71733,"[49, 81, 3]",[0.6049382716049383]
71734,"[19, 32, 0]",[51]
71735,"[66, 16, 3]",[4.125]
71736,"[8, 0, 2]",[0]
71737,"[40, 91, 3]",[0.43956043956043955]
71738,"[50, 18, 0]",[68]
71739,"[63, 55, 3]",[1.1454545454545455]
71740,"[61, 0, 1]",[61]
71741,"[6, 27, 3]",[0.2222222222222222]
71742,"[55, 31, 0]",[86]
71743,"[91, 1, 0]",[92]
71744,"[56, 77, 1]",[-21]
71745,"[54, 57, 1]",[-3]
71746,"[99, 27, 2]",[2673]
71747,"[66, 7, 1]",[59]
71748,"[84, 57, 0]",[141]
71749,"[26, 39, 2]",[1014]
71750,"[49, 99, 0]",[148]
71751,"[83, 49, 0]",[132]
71752,"[34, 88, 2]",[2992]
71753,"[96, 66, 0]",[162]
71754,"[7, 43, 0]",[50]
71755,"[8, 88, 0]",[96]
71756,"[55, 87, 0]",[142]
71757,"[5, 96, 2]",[480]
71758,"[52, 16, 0]",[68]
71759,"[80, 6, 2]",[480]
71760,"[9, 3, 0]",[12]
71761,"[75, 87, 0]",[162]
71762,"[34, 50, 3]",[0.68]
71763,"[82, 91, 2]",[7462]
71764,"[39, 54, 0]",[93]
71765,"[1, 22, 2]",[22]
71766,"[63, 6, 0]",[69]
71767,"[33, 47, 2]",[1551]
71768,"[72, 44, 2]",[3168]
71769,"[29, 50, 1]",[-21]
71770,"[68, 81, 0]",[149]
71771,"[60, 56, 1]",[4]
71772,"[91, 29, 0]",[120]
71773,"[48, 61, 0]",[109]
71774,"[35, 37, 0]",[72]
71775,"[89, 19, 1]",[70]
71776,"[56, 48, 3]",[1.1666666666666667]
71777,"[77, 18, 1]",[59]
71778,"[43, 2, 2]",[86]
71779,"[56, 10, 1]",[46]
71780,"[99, 42, 1]",[57]
71781,"[35, 78, 2]",[2730]
71782,"[100, 85, 0]",[185]
71783,"[46, 95, 3]",[0.4842105263157895]
71784,"[99, 41, 1]",[58]
71785,"[74, 59, 2]",[4366]
71786,"[75, 99, 1]",[-24]
71787,"[0, 72, 2]",[0]
71788,"[80, 67, 3]",[1.1940298507462686]
71789,"[2, 67, 2]",[134]
71790,"[43, 88, 1]",[-45]
71791,"[50, 58, 3]",[0.8620689655172413]
71792,"[85, 99, 3]",[0.8585858585858586]
71793,"[69, 52, 2]",[3588]
71794,"[20, 94, 2]",[1880]
71795,"[49, 79, 0]",[128]
71796,"[65, 47, 0]",[112]
71797,"[84, 67, 2]",[5628]
71798,"[21, 40, 0]",[61]
71799,"[17, 59, 0]",[76]
71800,"[72, 23, 0]",[95]
71801,"[16, 84, 2]",[1344]
71802,"[10, 91, 3]",[0.10989010989010989]
71803,"[39, 84, 3]",[0.4642857142857143]
71804,"[27, 27, 3]",[1.0]
71805,"[15, 67, 3]",[0.22388059701492538]
71806,"[47, 8, 2]",[376]
71807,"[12, 9, 0]",[21]
71808,"[27, 82, 3]",[0.32926829268292684]
71809,"[39, 68, 3]",[0.5735294117647058]
71810,"[57, 35, 1]",[22]
71811,"[77, 99, 3]",[0.7777777777777778]
71812,"[78, 23, 0]",[101]
71813,"[71, 15, 3]",[4.733333333333333]
71814,"[81, 40, 3]",[2.025]
71815,"[1, 62, 1]",[-61]
71816,"[15, 69, 0]",[84]
71817,"[54, 20, 0]",[74]
71818,"[43, 97, 3]",[0.44329896907216493]
71819,"[27, 81, 1]",[-54]
71820,"[85, 10, 3]",[8.5]
71821,"[10, 11, 3]",[0.9090909090909091]
71822,"[24, 33, 0]",[57]
71823,"[1, 2, 0]",[3]
71824,"[55, 8, 2]",[440]
71825,"[12, 9, 1]",[3]
71826,"[13, 53, 1]",[-40]
71827,"[56, 59, 2]",[3304]
71828,"[22, 99, 1]",[-77]
71829,"[11, 31, 1]",[-20]
71830,"[10, 10, 0]",[20]
71831,"[16, 57, 3]",[0.2807017543859649]
71832,"[92, 32, 1]",[60]
71833,"[14, 31, 1]",[-17]
71834,"[18, 29, 2]",[522]
71835,"[62, 83, 3]",[0.7469879518072289]
71836,"[15, 7, 3]",[2.142857142857143]
71837,"[56, 22, 0]",[78]
71838,"[86, 61, 2]",[5246]
71839,"[8, 30, 1]",[-22]
71840,"[98, 70, 2]",[6860]
71841,"[65, 96, 2]",[6240]
71842,"[94, 39, 2]",[3666]
71843,"[83, 2, 1]",[81]
71844,"[2, 12, 3]",[0.16666666666666666]
71845,"[74, 71, 0]",[145]
71846,"[56, 49, 3]",[1.1428571428571428]
71847,"[14, 100, 2]",[1400]
71848,"[14, 45, 0]",[59]
71849,"[79, 3, 0]",[82]
71850,"[74, 65, 3]",[1.1384615384615384]
71851,"[48, 23, 1]",[25]
71852,"[48, 63, 0]",[111]
71853,"[24, 1, 3]",[24.0]
71854,"[64, 100, 1]",[-36]
71855,"[98, 75, 1]",[23]
71856,"[88, 89, 2]",[7832]
71857,"[27, 98, 0]",[125]
71858,"[38, 89, 0]",[127]
71859,"[8, 92, 3]",[0.08695652173913043]
71860,"[18, 71, 3]",[0.2535211267605634]
71861,"[77, 16, 0]",[93]
71862,"[77, 26, 0]",[103]
71863,"[58, 40, 0]",[98]
71864,"[21, 53, 0]",[74]
71865,"[36, 44, 2]",[1584]
71866,"[67, 42, 1]",[25]
71867,"[11, 19, 2]",[209]
71868,"[13, 26, 2]",[338]
71869,"[14, 85, 1]",[-71]
71870,"[83, 39, 3]",[2.128205128205128]
71871,"[7, 2, 2]",[14]
71872,"[38, 89, 1]",[-51]
71873,"[38, 15, 2]",[570]
71874,"[28, 19, 2]",[532]
71875,"[97, 0, 0]",[97]
71876,"[37, 53, 3]",[0.6981132075471698]
71877,"[38, 8, 1]",[30]
71878,"[88, 47, 2]",[4136]
71879,"[85, 72, 2]",[6120]
71880,"[72, 8, 2]",[576]
71881,"[82, 65, 3]",[1.2615384615384615]
71882,"[33, 76, 0]",[109]
71883,"[45, 84, 2]",[3780]
71884,"[99, 7, 1]",[92]
71885,"[52, 7, 1]",[45]
71886,"[12, 9, 1]",[3]
71887,"[20, 24, 3]",[0.8333333333333334]
71888,"[30, 43, 1]",[-13]
71889,"[73, 37, 2]",[2701]
71890,"[81, 50, 2]",[4050]
71891,"[29, 68, 0]",[97]
71892,"[34, 37, 2]",[1258]
71893,"[53, 46, 0]",[99]
71894,"[30, 52, 1]",[-22]
71895,"[31, 78, 2]",[2418]
71896,"[37, 38, 3]",[0.9736842105263158]
71897,"[80, 7, 1]",[73]
71898,"[8, 93, 3]",[0.08602150537634409]
71899,"[79, 96, 1]",[-17]
71900,"[70, 66, 1]",[4]
71901,"[65, 79, 0]",[144]
71902,"[41, 59, 1]",[-18]
71903,"[13, 5, 0]",[18]
71904,"[47, 32, 2]",[1504]
71905,"[15, 60, 3]",[0.25]
71906,"[31, 7, 3]",[4.428571428571429]
71907,"[69, 48, 2]",[3312]
71908,"[42, 92, 1]",[-50]
71909,"[30, 17, 0]",[47]
71910,"[74, 94, 2]",[6956]
71911,"[43, 61, 1]",[-18]
71912,"[14, 17, 1]",[-3]
71913,"[20, 41, 1]",[-21]
71914,"[61, 68, 0]",[129]
71915,"[9, 86, 3]",[0.10465116279069768]
71916,"[52, 36, 0]",[88]
71917,"[17, 17, 1]",[0]
71918,"[43, 54, 2]",[2322]
71919,"[51, 66, 1]",[-15]
71920,"[38, 81, 2]",[3078]
71921,"[63, 19, 3]",[3.3157894736842106]
71922,"[88, 57, 0]",[145]
71923,"[66, 45, 1]",[21]
71924,"[95, 52, 3]",[1.8269230769230769]
71925,"[39, 3, 1]",[36]
71926,"[47, 5, 1]",[42]
71927,"[80, 3, 0]",[83]
71928,"[30, 93, 2]",[2790]
71929,"[4, 73, 0]",[77]
71930,"[23, 18, 2]",[414]
71931,"[83, 20, 0]",[103]
71932,"[49, 12, 0]",[61]
71933,"[97, 63, 0]",[160]
71934,"[32, 21, 3]",[1.5238095238095237]
71935,"[4, 8, 3]",[0.5]
71936,"[74, 62, 2]",[4588]
71937,"[35, 71, 2]",[2485]
71938,"[80, 72, 3]",[1.1111111111111112]
71939,"[87, 16, 0]",[103]
71940,"[72, 72, 2]",[5184]
71941,"[95, 28, 2]",[2660]
71942,"[29, 4, 3]",[7.25]
71943,"[35, 78, 0]",[113]
71944,"[17, 45, 2]",[765]
71945,"[52, 74, 1]",[-22]
71946,"[34, 80, 3]",[0.425]
71947,"[68, 11, 2]",[748]
71948,"[45, 39, 0]",[84]
71949,"[88, 98, 1]",[-10]
71950,"[3, 31, 2]",[93]
71951,"[100, 29, 3]",[3.4482758620689653]
71952,"[32, 21, 3]",[1.5238095238095237]
71953,"[9, 19, 0]",[28]
71954,"[85, 49, 2]",[4165]
71955,"[77, 26, 1]",[51]
71956,"[85, 21, 0]",[106]
71957,"[33, 9, 3]",[3.6666666666666665]
